Employee ID,Full Name,First Name,Middle Name,Last Name,Gender,Date of Birth,National ID,KRA PIN,SHA Number,NSSF Number,Phone Number,Email,Department,Position,Seniority Level,Hire Date,Basic Salary (KES),Bonus (KES),Gross Salary (KES),NSSF Deduction (KES),PAYE (KES),Net Salary (KES),Bank Name,Bank Account No,Leave Days Remaining,Employment Status,Title
EMP-176,Alex Mutua Nyambura,Alex,Mutua,Nyambura,Male,1986-08-20,11680412,A11680412P,SHA6542943838,6246354,0746011877,alex.nyambura94@company.co.ke,Operations,Operations Officer,Junior,2016-11-29,39000,1000,40000,2160,3735,34105,Equity Bank,1167700816692,53,Active,Mr.
EMP-177,Aisha Gitau Odundo,Aisha,Gitau,Odundo,Female,2000-10-22,22942464,A22942464Y,SHA1716309186,3223175,0768809216,aisha.odundo24@company.co.ke,Legal,Legal Officer,Junior,2021-08-16,38000,1000,39000,2160,3435,33405,KCB Bank,3803945131971,48,Active,Mrs.
EMP-178,Stella Kamau Ngetich,Stella,Kamau,Ngetich,Female,1998-10-08,13789552,A13789552B,SHA9107154202,8393515,0799904987,stella.ngetich44@company.co.ke,Legal,Senior Counsel,Manager,2020-11-19,135000,14000,149000,2160,36435,110405,Equity Bank,1216098006512,45,Active,Ms.
EMP-179,Elijah Musyoka Ndungu,Elijah,Musyoka,Ndungu,Male,1983-01-17,31521962,A31521962A,SHA2653032484,1915467,0739891163,elijah.ndungu71@company.co.ke,Marketing,Digital Marketer,Specialist,2017-09-13,74000,3000,77000,2160,14835,60005,Co-operative Bank,2314970396800,53,Active,Mr.
EMP-180,Njeri Musyoka Kariuki,Njeri,Musyoka,Kariuki,Female,1975-02-26,25035693,A25035693D,SHA7435820151,6302632,0791094790,njeri.kariuki80@company.co.ke,Legal,Senior Counsel,Manager,2021-04-01,115000,6000,121000,2160,28035,90805,Family Bank,2803962582144,46,Active,Mrs.
EMP-181,Isaac Kimani Omondi,Isaac,Kimani,Omondi,Male,1975-06-12,38330592,A38330592Y,SHA7246858055,8937865,0795048563,isaac.omondi38@company.co.ke,Engineering,DevOps Engineer,Manager,2022-05-22,97000,1000,98000,2160,21135,74705,Standard Chartered Kenya,8961649224562,56,Active,Mr.
EMP-182,Rehema Kariuki Mwangi,Rehema,Kariuki,Mwangi,Female,1997-06-04,34053699,A34053699V,SHA2757546829,5266266,0765629268,rehema.mwangi6@company.co.ke,Legal,Legal Officer,Junior,2024-03-31,47000,1000,48000,2160,6135,39705,NCBA Bank,3122519337009,36,Active,Ms.
EMP-183,Moses Juma Kivuva,Moses,Juma,Kivuva,Male,1980-12-27,14517634,A14517634S,SHA9434691954,1072773,0727231111,moses.kivuva14@company.co.ke,Procurement,Head of Procurement,Senior Leader,2016-12-26,280000,44000,324000,2160,88935,232905,KCB Bank,9497958385805,45,Active,Mr.
EMP-184,Judith Kinuthia Owino,Judith,Kinuthia,Owino,Female,1981-04-07,21504432,A21504432E,SHA9463197203,8597490,0793774355,judith.owino92@company.co.ke,Operations,Logistics Coordinator,Mid-level,2021-03-17,77000,5000,82000,2160,16335,63505,Co-operative Bank,6522729686125,43,Active,Ms.
EMP-185,Nduta Kiprotich Makau,Nduta,Kiprotich,Makau,Female,1983-03-10,31370060,A31370060S,SHA8934097788,1214253,0743629729,nduta.makau19@company.co.ke,Customer Service,Senior Customer Rep,Mid-level,2015-08-20,59000,0,59000,2160,9435,47405,Equity Bank,7700257524788,57,Active,Ms.
EMP-186,Amina Mohamed Mwangi,Amina,Mohamed,Mwangi,Female,1992-01-01,39126433,A39126433Y,SHA2670255496,9571853,0743734435,amina.mwangi26@company.co.ke,Legal,Legal Officer,Junior,2022-09-07,48000,2000,50000,2160,6735,41105,Absa Bank Kenya,7817751983676,53,Active,Mrs.
EMP-187,Njeri Mutua Kitheka,Njeri,Mutua,Kitheka,Female,1983-03-06,30246307,A30246307F,SHA6126033644,8529864,0788381281,njeri.kitheka33@company.co.ke,Procurement,Senior Procurement Officer,Mid-level,2018-02-17,67000,0,67000,2160,11835,53005,Equity Bank,3098150995885,46,Active,Mrs.
EMP-188,Rehema Chebet Mwangi,Rehema,Chebet,Mwangi,Female,1980-09-03,35959753,A35959753U,SHA8137764127,9230079,0777798790,rehema.mwangi21@company.co.ke,Marketing,Content Creator,Mid-level,2020-11-22,80000,5000,85000,2160,17235,65605,DTB Bank,2281438220106,56,Active,Ms.
EMP-189,Mercy Njenga Kimani,Mercy,Njenga,Kimani,Female,1976-11-11,19850720,A19850720D,SHA7573442717,1147701,0761186964,mercy.kimani15@company.co.ke,Marketing,Marketing Officer,Junior,2021-12-19,55000,2000,57000,2160,8835,46005,Standard Chartered Kenya,5228161945507,56,Active,Ms.
EMP-190,Faith Ali Bett,Faith,Ali,Bett,Female,1977-04-22,24950408,A24950408W,SHA3090810307,5973336,0794492003,faith.bett28@company.co.ke,Customer Service,Customer Service Manager,Manager,2015-01-31,139000,9000,148000,2160,36135,109705,NCBA Bank,3942464727497,43,Active,Mrs.
EMP-191,Njeri Kariuki Gichuru,Njeri,Kariuki,Gichuru,Female,1993-04-09,15159147,A15159147B,SHA5396985409,6565260,0764711545,njeri.gichuru50@company.co.ke,Finance,Finance Analyst,Specialist,2021-04-04,55000,3000,58000,2160,9135,46705,Equity Bank,1953797337612,61,Active,Mrs.
EMP-192,Vivian Gichuru Otieno,Vivian,Gichuru,Otieno,Female,1984-08-13,31522575,A31522575M,SHA9785427977,2217848,0763031203,vivian.otieno85@company.co.ke,Finance,Senior Accountant,Mid-level,2021-10-20,80000,4000,84000,2160,16935,64905,DTB Bank,6098582029036,61,Active,Mrs.
EMP-193,Patrick Kiprotich Kyalo,Patrick,Kiprotich,Kyalo,Male,1992-09-03,38503397,A38503397K,SHA7638836058,3417186,0750894954,patrick.kyalo27@company.co.ke,ICT,Systems Administrator,Specialist,2021-09-09,51000,0,51000,2160,7035,41805,Standard Chartered Kenya,3165270713341,51,Active,Mr.
EMP-194,Amina Wekesa Musau,Amina,Wekesa,Musau,Female,1977-05-04,30699223,A30699223D,SHA8880184233,4260252,0736496940,amina.musau93@company.co.ke,Human Resources,HR Officer,Junior,2018-04-05,55000,2000,57000,2160,8835,46005,Co-operative Bank,9115550519732,42,Active,Ms.
EMP-195,Doris Kiprotich Kivuva,Doris,Kiprotich,Kivuva,Female,2000-06-14,12342397,A12342397R,SHA4865979921,6331563,0732634412,doris.kivuva1@company.co.ke,Finance,Accountant,Junior,2021-05-10,53000,0,53000,2160,7635,43205,Family Bank,6380131251593,52,Active,Ms.
EMP-196,Elijah Wairimu Kiptoo,Elijah,Wairimu,Kiptoo,Male,1979-09-07,34594485,A34594485M,SHA7356353895,8471866,0745330756,elijah.kiptoo94@company.co.ke,Marketing,Marketing Officer,Junior,2024-06-09,55000,2000,57000,2160,8835,46005,Absa Bank Kenya,4088548918441,13,Active,Mr.
EMP-197,Samuel Kamau Lagat,Samuel,Kamau,Lagat,Male,1998-05-05,37267754,A37267754T,SHA3534186676,1614990,0772371131,samuel.lagat65@company.co.ke,Customer Service,Senior Customer Rep,Mid-level,2024-12-30,66000,2000,68000,2160,12135,53705,Absa Bank Kenya,3614669562752,3,Active,Mr.
EMP-198,Doris Omar Kamau,Doris,Omar,Kamau,Female,1982-02-09,35407619,A35407619F,SHA3208200227,8486336,0759584751,doris.kamau30@company.co.ke,Procurement,Procurement Manager,Specialist,2023-07-16,61000,0,61000,2160,10035,48805,Co-operative Bank,9507179181349,27,Active,Ms.
EMP-199,Raymond Kinuthia Ndungu,Raymond,Kinuthia,Ndungu,Male,1977-09-09,11338979,A11338979W,SHA2391874847,9747185,0760509993,raymond.ndungu29@company.co.ke,Legal,Senior Counsel,Manager,2021-08-04,131000,6000,137000,2160,32835,102005,Absa Bank Kenya,7623586249712,43,Active,Mr.
EMP-200,Njeri Njenga Muthee,Njeri,Njenga,Muthee,Female,1997-02-22,39596158,A39596158H,SHA5891831621,3778404,0740916561,njeri.muthee54@company.co.ke,Procurement,Procurement Officer,Junior,2019-01-23,39000,0,39000,2160,3435,33405,Equity Bank,4720647745986,44,Active,Mrs.
EMP-201,Emmanuel Hassan Ndungu,Emmanuel,Hassan,Ndungu,Male,1979-01-06,31718415,A31718415H,SHA8874242713,1376582,0744663022,emmanuel.ndungu24@company.co.ke,Sales,Senior Sales Rep,Mid-level,2015-06-10,59000,3000,62000,2160,10335,49505,KCB Bank,3832927561912,45,Active,Mr.
EMP-202,Stella Kamau Koskei,Stella,Kamau,Koskei,Female,1994-11-17,30351631,A30351631F,SHA9558906999,9081054,0745503367,stella.koskei22@company.co.ke,Finance,Accountant,Junior,2021-07-14,54000,0,54000,2160,7935,43905,NCBA Bank,8227701376282,58,Active,Mrs.
EMP-203,Nduta Juma Muriuki,Nduta,Juma,Muriuki,Female,1990-10-20,14436338,A14436338S,SHA1466305100,4394845,0715239398,nduta.muriuki69@company.co.ke,Sales,Senior Sales Rep,Mid-level,2016-01-30,81000,1000,82000,2160,16335,63505,DTB Bank,8385988119288,58,Active,Ms.
EMP-204,Joseph Hassan Kivuva,Joseph,Hassan,Kivuva,Male,1986-10-26,28095434,A28095434S,SHA4554178984,8239315,0787325627,joseph.kivuva13@company.co.ke,Human Resources,HR Manager,Manager,2020-05-28,104000,12000,116000,2160,26535,87305,I&M Bank,8548533083682,51,Active,Mr.
EMP-205,Tabitha Mutua Lagat,Tabitha,Mutua,Lagat,Female,1988-06-04,28244585,A28244585A,SHA7050091525,4171246,0730774029,tabitha.lagat55@company.co.ke,Operations,Logistics Coordinator,Mid-level,2024-01-08,75000,1000,76000,2160,14535,59305,KCB Bank,7597100664881,32,Active,Ms.
EMP-206,Caroline Mohamed Adhiambo,Caroline,Mohamed,Adhiambo,Female,1998-03-28,32837337,A32837337F,SHA6169824924,9094465,0798487446,caroline.adhiambo16@company.co.ke,Procurement,Procurement Officer,Junior,2023-09-07,44000,1000,45000,2160,5235,37605,Standard Chartered Kenya,5464548754623,30,Active,Mrs.
EMP-207,Wanjiku Akinyi Gitau,Wanjiku,Akinyi,Gitau,Female,1977-02-09,21356089,A21356089W,SHA1223565082,7528076,0739765498,wanjiku.gitau48@company.co.ke,Customer Service,Senior Customer Rep,Mid-level,2021-09-24,81000,1000,82000,2160,16335,63505,KCB Bank,2605477541526,50,Active,Ms.
EMP-208,Geoffrey Kinyanjui Njeru,Geoffrey,Kinyanjui,Njeru,Male,1997-04-20,30047852,A30047852G,SHA7418263314,1179690,0732747608,geoffrey.njeru87@company.co.ke,Customer Service,Customer Rep,Junior,2020-09-22,36000,1000,37000,2160,2835,32005,DTB Bank,4424317323535,47,Active,Mr.
EMP-209,Brian Akinyi Kariuki,Brian,Akinyi,Kariuki,Male,1984-12-27,21848998,A21848998U,SHA8171143901,7802338,0785042992,brian.kariuki75@company.co.ke,Operations,Operations Analyst,Specialist,2016-01-05,73000,4000,77000,2160,14835,60005,NCBA Bank,1268511660324,46,Active,Mr.
EMP-210,Sharon Wambui Nyambura,Sharon,Wambui,Nyambura,Female,1997-08-13,15873192,A15873192L,SHA9900829971,5936726,0785587210,sharon.nyambura62@company.co.ke,Procurement,Procurement Officer,Junior,2021-06-12,52000,2000,54000,2160,7935,43905,Equity Bank,5535299532649,55,Active,Mrs.
EMP-211,Zawadi Juma Mwenda,Zawadi,Juma,Mwenda,Female,1982-05-03,26172235,A26172235N,SHA5794335854,2133372,0763543563,zawadi.mwenda87@company.co.ke,Procurement,Head of Procurement,Manager,2015-02-09,112000,7000,119000,2160,27435,89405,NCBA Bank,8255555815939,55,Active,Mrs.
EMP-212,Mercy Omondi Musyoka,Mercy,Omondi,Musyoka,Female,1986-03-25,29250601,A29250601R,SHA2155671697,4190481,0724319594,mercy.musyoka16@company.co.ke,Marketing,Content Creator,Mid-level,2017-10-19,62000,1000,63000,2160,10635,50205,NCBA Bank,4634682239832,44,Active,Mrs.
EMP-213,Stella Wanjiku Mbatha,Stella,Wanjiku,Mbatha,Female,1991-07-16,20583635,A20583635F,SHA9026301048,9234347,0782580645,stella.mbatha5@company.co.ke,Legal,Compliance Officer,Mid-level,2016-06-09,62000,4000,66000,2160,11535,52305,DTB Bank,7997705461175,62,Active,Ms.
EMP-214,Wangari Adhiambo Nyambura,Wangari,Adhiambo,Nyambura,Female,1992-05-08,33126068,A33126068N,SHA1036157653,4535838,0746159360,wangari.nyambura61@company.co.ke,Customer Service,Senior Customer Rep,Mid-level,2017-11-29,66000,3000,69000,2160,12435,54405,Stanbic Bank Kenya,6721329146907,58,On Leave,Ms.
EMP-215,Doris Adhiambo Muthee,Doris,Adhiambo,Muthee,Female,1990-01-06,35239501,A35239501J,SHA6894024976,7720828,0766575546,doris.muthee64@company.co.ke,Sales,Senior Sales Rep,Mid-level,2023-04-14,59000,4000,63000,2160,10635,50205,Family Bank,4450494620382,38,Active,Mrs.
EMP-216,Wanjiku Abdi Simiyu,Wanjiku,Abdi,Simiyu,Female,1998-06-09,11600858,A11600858B,SHA2711123163,3740422,0758447502,wanjiku.simiyu47@company.co.ke,Customer Service,Customer Service Manager,Manager,2016-01-30,120000,12000,132000,2160,31335,98505,NCBA Bank,5474556277145,49,Active,Mrs.
EMP-217,Doris Kamau Owino,Doris,Kamau,Owino,Female,1995-03-28,30319759,A30319759L,SHA8646369354,6957741,0732491607,doris.owino82@company.co.ke,Marketing,Marketing Manager,Manager,2018-03-19,95000,4000,99000,2160,21435,75405,DTB Bank,8862953507471,49,Active,Ms.
EMP-218,Vivian Kinyanjui Lagat,Vivian,Kinyanjui,Lagat,Female,1991-08-14,17657723,A17657723Y,SHA6641362499,5888148,0732457056,vivian.lagat24@company.co.ke,Finance,Accountant,Junior,2019-01-27,49000,2000,51000,2160,7035,41805,Absa Bank Kenya,5773407133556,45,Active,Ms.
EMP-219,Francis Muthoni Kyalo,Francis,Muthoni,Kyalo,Male,1983-10-05,23322639,A23322639R,SHA1442421654,2070258,0721316066,francis.kyalo84@company.co.ke,Finance,Accountant,Junior,2015-12-07,47000,1000,48000,2160,6135,39705,DTB Bank,1459792679172,60,Active,Mr.
EMP-220,Esther Mutua Njenga,Esther,Mutua,Njenga,Female,1989-03-23,14404928,A14404928X,SHA1732755730,1589802,0782381952,esther.njenga23@company.co.ke,Legal,Compliance Officer,Mid-level,2018-01-20,82000,4000,86000,2160,17535,66305,Standard Chartered Kenya,9218317506279,46,Active,Mrs.
EMP-221,Naomi Simiyu Ngugi,Naomi,Simiyu,Ngugi,Female,1999-03-12,17621165,A17621165K,SHA4456193555,8413185,0748488577,naomi.ngugi61@company.co.ke,Marketing,Content Creator,Mid-level,2015-01-01,59000,1000,60000,2160,9735,48105,Standard Chartered Kenya,5571615604826,47,Active,Mrs.
EMP-222,Zawadi Hassan Simiyu,Zawadi,Hassan,Simiyu,Female,1987-07-08,30032121,A30032121G,SHA9620935604,7268704,0745296615,zawadi.simiyu11@company.co.ke,ICT,Systems Administrator,Specialist,2023-04-08,57000,1000,58000,2160,9135,46705,I&M Bank,7942544507889,43,Active,Ms.
EMP-223,Victor Nyambura Musau,Victor,Nyambura,Musau,Male,1990-04-11,23854755,A23854755K,SHA1294050451,3292170,0712603206,victor.musau20@company.co.ke,Customer Service,Customer Service Manager,Manager,2022-11-09,129000,7000,136000,2160,32535,101305,Equity Bank,9012849440412,44,Active,Mr.
EMP-224,Paul Kariuki Wekesa,Paul,Kariuki,Wekesa,Male,1986-08-23,24710821,A24710821C,SHA4122901114,4905912,0714259684,paul.wekesa43@company.co.ke,Operations,Operations Officer,Junior,2018-06-30,41000,1000,42000,2160,4335,35505,Co-operative Bank,9680192147966,48,Active,Mr.
EMP-225,Eric Wairimu Limo,Eric,Wairimu,Limo,Male,1989-12-25,25775508,A25775508N,SHA1779982123,5195637,0722611138,eric.limo67@company.co.ke,ICT,IT Support,Junior,2015-05-18,49000,1000,50000,2160,6735,41105,KCB Bank,7769937743703,57,Active,Mr.
EMP-226,Emmanuel Kinuthia Mwenda,Emmanuel,Kinuthia,Mwenda,Male,1981-02-08,15322116,A15322116D,SHA9771121724,9739692,0794947603,emmanuel.mwenda56@company.co.ke,Operations,Operations Manager,Manager,2024-09-07,113000,12000,125000,2160,29235,93605,Absa Bank Kenya,4493091804091,0,Active,Mr.
EMP-227,Victor Gitau Odundo,Victor,Gitau,Odundo,Male,1999-11-02,11409063,A11409063M,SHA8261722027,3600333,0718022882,victor.odundo46@company.co.ke,Sales,Sales Representative,Junior,2021-12-08,50000,0,50000,2160,6735,41105,Equity Bank,3771322159895,53,Active,Mr.
EMP-228,James Abdi Kimani,James,Abdi,Kimani,Male,1984-09-23,36459744,A36459744A,SHA9125201729,4237420,0775779034,james.kimani25@company.co.ke,Marketing,Head of Marketing,Senior Leader,2019-11-28,160000,16000,176000,2160,44535,129305,I&M Bank,5407215115980,46,Active,Mr.
EMP-229,Beatrice Juma Kinuthia,Beatrice,Juma,Kinuthia,Female,1996-09-27,25078831,A25078831W,SHA6871704354,1012076,0762008140,beatrice.kinuthia25@company.co.ke,Finance,Senior Accountant,Mid-level,2018-08-06,79000,4000,83000,2160,16635,64205,DTB Bank,7407476292121,61,Active,Ms.
EMP-230,Zawadi Omondi Akinyi,Zawadi,Omondi,Akinyi,Female,1990-04-04,20805334,A20805334X,SHA1474439845,9777848,0714270425,zawadi.akinyi74@company.co.ke,Marketing,Content Creator,Mid-level,2017-04-07,60000,4000,64000,2160,10935,50905,Equity Bank,3284655452528,60,Active,Mrs.
EMP-231,Lydia Abdi Ngugi,Lydia,Abdi,Ngugi,Female,1992-12-14,30332429,A30332429G,SHA4083121646,1219548,0759535555,lydia.ngugi91@company.co.ke,Engineering,Senior Software Engineer,Mid-level,2015-09-06,69000,4000,73000,2160,13635,57205,Family Bank,2408028052291,52,Active,Mrs.
EMP-232,Judith Otieno Mutuku,Judith,Otieno,Mutuku,Female,1980-09-24,17244403,A17244403T,SHA1417124022,4875838,0784912498,judith.mutuku54@company.co.ke,Operations,Operations Officer,Junior,2021-05-23,51000,2000,53000,2160,7635,43205,I&M Bank,4398132857437,43,Active,Ms.
EMP-233,Lydia Juma Muthama,Lydia,Juma,Muthama,Female,1986-07-25,16053103,A16053103L,SHA7657050979,9467339,0794992144,lydia.muthama56@company.co.ke,Finance,Accountant,Junior,2021-03-03,46000,2000,48000,2160,6135,39705,Co-operative Bank,8793647293388,53,Active,Mrs.
EMP-234,Stella Musyoka Kuria,Stella,Musyoka,Kuria,Female,1985-01-25,34983903,A34983903Q,SHA6386271785,8590070,0747038339,stella.kuria71@company.co.ke,ICT,Systems Administrator,Specialist,2017-06-27,50000,1000,51000,2160,7035,41805,I&M Bank,6312403492714,57,Active,Ms.
EMP-235,Daniel Otieno Nyambura,Daniel,Otieno,Nyambura,Male,1980-08-27,18891527,A18891527J,SHA3500339713,4908993,0787340611,daniel.nyambura13@company.co.ke,Marketing,Marketing Officer,Junior,2023-11-22,37000,1000,38000,2160,3135,32705,Absa Bank Kenya,4826463165787,27,Active,Mr.
EMP-236,Grace Kinuthia Kariuki,Grace,Kinuthia,Kariuki,Female,1984-09-02,37418725,A37418725H,SHA7160290489,3022334,0752857940,grace.kariuki70@company.co.ke,Marketing,Marketing Officer,Junior,2019-04-16,55000,2000,57000,2160,8835,46005,Stanbic Bank Kenya,1201557030616,62,Active,Ms.
EMP-237,Judith Mutua Akinyi,Judith,Mutua,Akinyi,Female,1993-12-02,35261125,A35261125P,SHA3167796058,4725978,0783571770,judith.akinyi52@company.co.ke,ICT,CTO,Senior Leader,2015-12-05,187000,5000,192000,2160,49335,140505,Absa Bank Kenya,7939749609171,48,Active,Ms.
EMP-238,Judith Simiyu Limo,Judith,Simiyu,Limo,Female,1985-11-19,16647419,A16647419T,SHA7390314766,4290000,0722025190,judith.limo15@company.co.ke,Human Resources,HR Specialist,Mid-level,2023-09-17,62000,0,62000,2160,10335,49505,Stanbic Bank Kenya,5331578661460,29,Active,Ms.
EMP-239,Doris Njenga Waweru,Doris,Njenga,Waweru,Female,1981-11-12,10812246,A10812246M,SHA8600723288,3839632,0730936786,doris.waweru97@company.co.ke,Marketing,Content Creator,Mid-level,2015-07-03,74000,1000,75000,2160,14235,58605,Stanbic Bank Kenya,8781633755719,56,Active,Mrs.
EMP-240,David Mwangi Njenga,David,Mwangi,Njenga,Male,1981-04-18,39150491,A39150491Y,SHA2235598059,6759137,0780231557,david.njenga97@company.co.ke,Procurement,Head of Procurement,Manager,2017-05-06,120000,0,120000,2160,27735,90105,Equity Bank,8916935198562,46,Active,Mr.
EMP-241,Stella Chebet Muthama,Stella,Chebet,Muthama,Female,1989-11-01,32264316,A32264316F,SHA3262584884,5285846,0718938604,stella.muthama50@company.co.ke,ICT,Network Engineer,Mid-level,2018-01-16,80000,4000,84000,2160,16935,64905,KCB Bank,4531682946184,62,Active,Ms.
EMP-242,Wangari Kariuki Otieno,Wangari,Kariuki,Otieno,Female,1997-01-02,22774212,A22774212R,SHA4048090198,6292472,0743204410,wangari.otieno68@company.co.ke,ICT,IT Support,Junior,2020-02-19,40000,0,40000,2160,3735,34105,Stanbic Bank Kenya,2548471262174,46,Active,Mrs.
EMP-243,Lilian Akinyi Otieno,Lilian,Akinyi,Otieno,Female,1983-04-05,20144384,A20144384W,SHA7447825925,2040350,0755873760,lilian.otieno51@company.co.ke,Marketing,Content Creator,Mid-level,2015-05-01,83000,7000,90000,2160,18735,69105,Absa Bank Kenya,7811297054329,46,Active,Mrs.
EMP-244,Geoffrey Ali Mwenda,Geoffrey,Ali,Mwenda,Male,1979-10-18,33035899,A33035899U,SHA6271763012,5032585,0737153619,geoffrey.mwenda18@company.co.ke,Procurement,Head of Procurement,Manager,2017-04-26,118000,8000,126000,2160,29535,94305,Co-operative Bank,6792215954579,43,Active,Mr.
EMP-245,Elijah Chebet Musau,Elijah,Chebet,Musau,Male,1988-07-10,20653405,A20653405Z,SHA9881193677,9941610,0769459055,elijah.musau96@company.co.ke,Procurement,Head of Procurement,Manager,2023-08-02,99000,9000,108000,2160,24135,81705,Equity Bank,6584248339533,32,On Leave,Mr.
EMP-246,Winnie Wambui Gitau,Winnie,Wambui,Gitau,Female,1991-10-16,30534694,A30534694V,SHA7944732371,4874049,0797183615,winnie.gitau48@company.co.ke,Human Resources,HR Officer,Junior,2020-05-06,37000,1000,38000,2160,3135,32705,NCBA Bank,7318008924448,59,Active,Ms.
EMP-247,Tabitha Hassan Cheruiyot,Tabitha,Hassan,Cheruiyot,Female,1988-07-25,23709977,A23709977G,SHA2774010584,4402982,0715613827,tabitha.cheruiyot78@company.co.ke,Sales,Sales Representative,Junior,2024-12-14,45000,2000,47000,2160,5835,39005,Equity Bank,9618354645543,14,Active,Ms.
EMP-248,Fatuma Gichuru Odundo,Fatuma,Gichuru,Odundo,Female,1999-05-15,25331034,A25331034T,SHA5277084664,9702386,0732345453,fatuma.odundo55@company.co.ke,Customer Service,Customer Rep,Junior,2019-06-19,41000,1000,42000,2160,4335,35505,I&M Bank,1867422729009,54,Active,Ms.
EMP-249,John Juma Kiptoo,John,Juma,Kiptoo,Male,1989-02-09,26799287,A26799287N,SHA1486068287,3270069,0753496580,john.kiptoo89@company.co.ke,Legal,Legal Officer,Junior,2021-08-14,35000,0,35000,2100,2253,30647,I&M Bank,8929898882531,57,Active,Mr.
EMP-250,David Njoroge Kiprotich,David,Njoroge,Kiprotich,Male,1988-05-10,12862412,A12862412T,SHA5079161918,7353173,0769895766,david.kiprotich37@company.co.ke,Legal,Compliance Officer,Mid-level,2017-01-02,60000,4000,64000,2160,10935,50905,I&M Bank,3640815069835,62,Active,Mr.
EMP-251,James Wambui Kamau,James,Wambui,Kamau,Male,1988-08-03,10409624,A10409624T,SHA7264822511,9365828,0790693921,james.kamau77@company.co.ke,Procurement,Procurement Manager,Specialist,2020-05-02,56000,2000,58000,2160,9135,46705,KCB Bank,5185417570050,49,Active,Mr.
EMP-252,Stella Omondi Bett,Stella,Omondi,Bett,Female,1980-11-10,11847639,A11847639E,SHA8100770118,1616077,0792019078,stella.bett85@company.co.ke,Engineering,Software Engineer,Junior,2019-09-04,37000,0,37000,2160,2835,32005,KCB Bank,6825257450061,58,Active,Ms.
EMP-253,Isaac Mugo Mwangi,Isaac,Mugo,Mwangi,Male,1997-04-20,20832103,A20832103R,SHA3364255319,5912917,0717809403,isaac.mwangi14@company.co.ke,Finance,Finance Analyst,Specialist,2020-11-18,60000,2000,62000,2160,10335,49505,Co-operative Bank,5831234369711,57,Active,Mr.
EMP-254,Emmanuel Nyambura Adhiambo,Emmanuel,Nyambura,Adhiambo,Male,1978-01-15,18712745,A18712745Z,SHA7711463369,9719216,0793947919,emmanuel.adhiambo16@company.co.ke,Procurement,Head of Procurement,Manager,2017-03-03,135000,5000,140000,2160,33735,104105,Family Bank,5095721210893,63,Active,Mr.
EMP-255,Clinton Wekesa Mwangi,Clinton,Wekesa,Mwangi,Male,1991-09-11,37046332,A37046332W,SHA3738056872,1189536,0710822924,clinton.mwangi15@company.co.ke,Marketing,Marketing Officer,Junior,2018-06-14,43000,2000,45000,2160,5235,37605,NCBA Bank,5955060893015,54,Active,Mr.
EMP-256,Lilian Kamau Kiptoo,Lilian,Kamau,Kiptoo,Female,1998-01-27,21339279,A21339279R,SHA9742656117,3277572,0779937264,lilian.kiptoo39@company.co.ke,Sales,Sales Representative,Junior,2020-03-09,52000,2000,54000,2160,7935,43905,Co-operative Bank,9103002125837,50,Active,Ms.
EMP-257,Agnes Mohamed Otieno,Agnes,Mohamed,Otieno,Female,1980-10-20,36827953,A36827953E,SHA8712828384,2110870,0762286700,agnes.otieno24@company.co.ke,Procurement,Procurement Manager,Specialist,2022-01-10,60000,4000,64000,2160,10935,50905,Absa Bank Kenya,1549071793787,46,Active,Ms.
EMP-258,Rehema Gichuru Makau,Rehema,Gichuru,Makau,Female,1977-08-17,26678379,A26678379Q,SHA4766895640,7234137,0713346688,rehema.makau62@company.co.ke,Operations,Logistics Coordinator,Mid-level,2015-06-03,58000,2000,60000,2160,9735,48105,Absa Bank Kenya,4076495031139,57,Active,Ms.
EMP-259,Michael Kimani Ndungu,Michael,Kimani,Ndungu,Male,1975-05-02,20983639,A20983639X,SHA4744348135,9659503,0789763928,michael.ndungu12@company.co.ke,Customer Service,Customer Rep,Junior,2020-11-09,47000,2000,49000,2160,6435,40405,Co-operative Bank,9078990475734,60,Active,Mr.
EMP-260,Daniel Ali Limo,Daniel,Ali,Limo,Male,1978-05-05,35450829,A35450829G,SHA4831693156,6383479,0731138757,daniel.limo36@company.co.ke,Operations,Operations Officer,Junior,2019-12-12,52000,1000,53000,2160,7635,43205,NCBA Bank,5867428743880,42,Active,Mr.
EMP-261,George Mohamed Hassan,George,Mohamed,Hassan,Male,1990-11-02,14749858,A14749858F,SHA8748133196,5107483,0724217270,george.hassan50@company.co.ke,Customer Service,Customer Rep,Junior,2016-06-16,52000,1000,53000,2160,7635,43205,Equity Bank,6960951794498,63,Active,Mr.
EMP-262,Lilian Adhiambo Makau,Lilian,Adhiambo,Makau,Female,1978-08-10,21151214,A21151214C,SHA4510886562,9950391,0796492401,lilian.makau91@company.co.ke,Procurement,Senior Procurement Officer,Mid-level,2022-11-01,57000,4000,61000,2160,10035,48805,Family Bank,3317426009024,49,Active,Mrs.
EMP-263,Sharon Mutua Akinyi,Sharon,Mutua,Akinyi,Female,1984-06-20,33475171,A33475171A,SHA6689805567,9179005,0787132010,sharon.akinyi17@company.co.ke,Marketing,Content Creator,Mid-level,2024-06-26,66000,3000,69000,2160,12435,54405,Equity Bank,2986316436296,16,Active,Mrs.
